"","customer_id","revenue","most_recent_visit","number_of_orders","recency_days"
"25565",9439,1328,2006-12-29,11,3
"25566",29259,907,2006-06-04,9,211
"25567",28459,983,2006-04-28,12,248
"25568",20117,945,2006-10-06,7,87
"25569",28193,1373,2006-08-13,12,141
"25570",3977,1305,2006-05-16,16,230
"25571",39417,1142,2006-07-14,12,171
"25572",17491,924,2006-07-20,10,165
"25573",34351,546,2006-08-16,7,138
"25574",8901,1231,2006-07-19,11,166
"25575",23628,987,2006-04-07,10,269
"25576",30937,1420,2006-08-27,14,127
"25577",16731,999,2006-09-03,11,120
"25578",37562,1022,2006-07-26,11,159
"25579",31048,866,2006-08-25,9,129
"25580",10189,773,2006-07-12,8,173
"25581",4950,525,2006-10-27,10,66
"25582",9125,1032,2006-06-27,10,188
"25583",11170,683,2005-11-20,9,407
"25584",10995,642,2006-08-17,7,137
"25585",29303,1177,2006-11-30,14,32
"25586",10195,546,2005-11-17,6,410
"25587",36706,1459,2006-09-25,16,98
"25588",27227,820,2005-10-14,11,444
"25589",9079,1141,2006-10-05,10,88
"25590",738,849,2006-05-11,8,235
"25591",39415,955,2006-08-18,9,136
"25592",12113,1197,2006-06-14,12,201
"25593",25538,525,2005-08-17,6,502
"25594",15353,1496,2006-08-12,12,142
"25595",874,1006,2006-07-03,11,182
"25596",538,387,2006-06-25,5,190
"25597",27136,669,2006-10-05,8,88
"25598",33895,1100,2006-11-17,12,45
"25599",24593,943,2006-09-30,10,93
"25600",26425,1090,2005-09-26,12,462
"25601",39582,868,2006-07-20,8,165
"25602",7335,680,2006-01-05,13,361
"25603",33200,1060,2006-09-21,11,102
"25604",1125,602,2006-11-02,7,60
"25605",32493,1232,2006-08-17,13,137
"25606",29725,1157,2006-10-11,10,82
"25607",16758,1004,2006-08-13,8,141
"25608",12220,450,2005-08-27,7,492
"25609",10083,609,2006-06-09,6,206
"25610",18477,954,2006-01-05,10,361
"25611",21193,1108,2006-10-25,11,68
"25612",27655,1145,2006-08-09,10,145
"25613",39243,1065,2006-04-04,10,272
"25614",36814,1284,2006-09-09,15,114
"25615",16431,864,2005-10-03,8,455
"25616",38175,1124,2006-08-15,12,139
"25617",32676,620,2006-07-28,7,157
"25618",26972,1096,2006-09-09,10,114
"25619",39646,995,2006-11-05,11,57
"25620",19696,1252,2006-05-13,14,233
"25621",12809,1196,2006-09-23,11,100
"25622",10942,954,2006-12-27,10,5
"25623",7854,1381,2006-11-21,15,41
"25624",416,1496,2006-02-18,16,317
"25625",11577,543,2005-09-29,7,459
"25626",11105,882,2006-04-14,15,262
"25627",33894,683,2006-09-09,7,114
"25628",12634,780,2006-04-24,7,252
"25629",3597,392,2006-07-20,5,165
"25630",24194,797,2006-11-15,9,47
"25631",15011,1331,2006-08-28,14,126
"25632",3699,1257,2006-03-26,14,281
"25633",10537,391,2006-06-13,4,202
"25634",34950,809,2005-10-17,8,441
"25635",19497,577,2006-09-20,7,103
"25636",14523,1111,2006-07-18,13,167
"25637",37979,830,2006-08-03,10,151
"25638",29867,1160,2006-08-18,11,136
"25639",35036,930,2006-03-08,9,299
"25640",25216,931,2006-02-09,9,326
"25641",29890,742,2005-07-14,8,536
"25642",4076,1082,2006-06-07,11,208
"25643",18716,870,2006-05-13,9,233
"25644",31978,1469,2006-08-23,16,131
"25645",39446,705,2006-12-13,11,19
"25646",26381,483,2006-01-07,5,359
"25647",22906,384,2006-08-19,6,135
"25648",9390,1112,2006-11-14,10,48
"25649",36512,1018,2006-08-28,10,126
"25650",23644,1357,2006-12-11,12,21
"25651",14437,1274,2006-09-23,19,100
"25652",31379,441,2005-12-10,5,387
"25653",35417,715,2005-12-28,6,369
"25654",18157,680,2006-08-22,6,132
"25655",4269,890,2006-06-15,10,200
"25656",9453,1099,2005-10-12,9,446
"25657",27773,685,2006-02-28,9,307
"25658",14416,602,2006-05-14,8,232
"25659",11770,1736,2006-09-05,15,118
"25660",11337,1133,2006-05-23,11,223
"25661",8786,980,2005-05-21,7,590
"25662",31911,584,2006-08-01,7,153
"25663",37822,889,2006-09-04,10,119
"25664",25507,364,2005-08-31,5,488
"25665",16115,635,2005-06-03,4,577
"25666",4976,1416,2006-07-02,13,183
"25667",35925,972,2006-04-19,12,257
"25668",27144,776,2005-09-02,8,486
"25669",4700,1059,2006-07-22,9,163
"25670",4788,869,2006-07-09,9,176
"25671",6696,610,2006-05-11,7,235
"25672",37123,652,2006-10-13,7,80
"25673",2738,650,2005-09-07,5,481
"25674",28210,1727,2006-09-03,15,120
"25675",24785,1055,2006-07-30,9,155
"25676",8115,398,2005-10-07,5,451
"25677",21087,708,2006-10-10,11,83
"25678",28710,527,2006-09-06,8,117
"25679",23971,1793,2006-08-07,19,147
"25680",15687,1456,2006-04-01,12,275
"25681",29493,686,2006-10-26,10,67
"25682",30186,1244,2006-12-26,11,6
"25683",36271,623,2006-09-06,6,117
"25684",38839,1006,2006-12-07,12,25
"25685",2153,717,2006-07-20,8,165
"25686",36873,989,2006-07-01,10,184
"25687",18871,723,2006-09-21,11,102
"25688",15744,1028,2006-07-06,10,179
"25689",38240,643,2006-07-08,8,177
"25690",24388,1122,2006-11-21,15,41
"25691",22570,207,2006-09-27,3,96
"25692",31350,502,2006-02-25,7,310
"25693",31910,1240,2006-12-11,10,21
"25694",32079,1399,2006-06-14,13,201
"25695",26314,1229,2006-05-30,12,216
"25696",5612,869,2006-06-29,9,186
"25697",18163,1016,2005-10-05,11,453
"25698",7482,742,2006-08-22,6,132
"25699",6259,1198,2006-05-16,12,230
"25700",5338,545,2005-12-08,7,389
"25701",16272,821,2006-07-18,10,167
"25702",27567,659,2006-05-25,6,221
"25703",20910,719,2005-11-03,8,424
"25704",3672,455,2006-09-29,4,94
"25705",31139,406,2006-11-11,6,51
"25706",4479,991,2006-05-31,11,215
"25707",1232,813,2006-06-09,10,206
"25708",7211,1165,2006-05-29,13,217
"25709",5496,742,2006-06-09,8,206
"25710",13669,340,2006-09-15,6,108
"25711",3057,1237,2006-05-08,12,238
"25712",26302,907,2006-12-19,11,13
"25713",14248,1225,2005-11-05,12,422
"25714",3156,888,2006-07-20,8,165
"25715",22416,1254,2006-04-28,12,248
"25716",39635,1009,2005-08-25,12,494
"25717",1399,1014,2006-12-17,10,15
"25718",18691,677,2006-11-11,7,51
"25719",23148,1026,2006-08-16,11,138
"25720",26014,558,2006-07-25,8,160
"25721",39430,576,2006-09-16,7,107
"25722",32972,1214,2006-08-24,13,130
"25723",36185,716,2006-10-08,8,85
"25724",10399,641,2006-04-23,4,253
"25725",16542,932,2006-11-19,14,43
"25726",12922,1024,2006-09-22,10,101
"25727",8832,1227,2006-04-23,14,253
"25728",28690,940,2006-12-17,9,15
"25729",9904,1334,2006-07-26,13,159
"25730",23400,599,2006-03-29,9,278
"25731",3997,1396,2005-09-08,12,480
"25732",9948,1290,2006-07-23,14,162
"25733",5595,1209,2006-11-20,10,42
"25734",25068,1339,2006-11-05,11,57
"25735",8632,654,2006-11-08,8,54
"25736",9203,633,2006-05-09,6,237
"25737",11794,1065,2006-08-31,10,123
"25738",21524,1458,2006-09-27,15,96
"25739",12436,1076,2005-12-23,10,374
"25740",14186,1403,2006-08-30,16,124
"25741",19675,1832,2006-12-08,16,24
"25742",38769,1066,2006-06-24,13,191
"25743",33001,509,2006-11-16,6,46
"25744",4800,1089,2006-06-18,13,197
"25745",25268,836,2006-08-12,13,142
"25746",8896,1049,2006-04-21,12,255
"25747",848,1259,2006-06-12,16,203
"25748",3684,475,2005-12-10,9,387
"25749",20043,1246,2005-10-28,13,430
"25750",2959,778,2006-06-05,8,210
"25751",21965,676,2006-08-21,6,133
"25752",14710,864,2006-07-25,12,160
"25753",28662,729,2006-10-05,10,88
"25754",22051,1443,2006-11-05,16,57
"25755",15965,479,2006-09-30,7,93
"25756",32932,1685,2006-09-19,14,104
"25757",8397,1027,2006-10-26,11,67
"25758",34398,1247,2006-07-30,11,155
"25759",37445,1062,2006-09-29,12,94
"25760",8023,162,2005-09-25,2,463
"25761",15908,897,2006-10-15,9,78
"25762",15240,869,2006-09-24,11,99
"25763",12696,1490,2006-07-07,14,178
"25764",6343,1191,2006-09-03,11,120
"25765",37509,1715,2006-09-15,14,108
"25766",26805,450,2006-09-02,6,121
"25767",206,1862,2006-06-28,16,187
"25768",13836,630,2006-07-20,7,165
"25769",12278,649,2006-06-16,7,199
"25770",6070,636,2006-05-30,9,216
"25771",8637,553,2006-06-26,8,189
"25772",10133,725,2006-07-21,10,164
"25773",19051,1326,2006-10-06,14,87
"25774",1369,781,2006-06-12,8,203
"25775",15667,2163,2006-09-04,18,119
"25776",26278,854,2006-10-11,10,82
"25777",24319,624,2005-04-18,6,623
"25778",20775,928,2006-05-09,13,237
"25779",39093,715,2006-09-08,7,115
"25780",7278,1285,2006-09-26,13,97
"25781",18738,456,2005-10-17,5,441
"25782",30252,897,2006-07-20,12,165
"25783",15023,1415,2005-11-30,11,397
"25784",7515,1511,2006-03-14,14,293
"25785",17613,1253,2006-11-21,13,41
"25786",24588,476,2005-08-19,7,500
"25787",36842,1772,2006-08-14,18,140
"25788",26374,1162,2006-12-13,8,19
"25789",5786,892,2006-10-12,13,81
"25790",21972,1012,2006-05-29,13,217
"25791",38670,866,2006-09-07,9,116
"25792",12612,1124,2006-11-10,13,52
"25793",38084,1020,2006-05-30,11,216
"25794",37170,732,2006-08-31,9,123
"25795",2749,2022,2006-09-05,16,118
"25796",23408,1085,2006-10-12,13,81
"25797",38135,1138,2006-11-12,13,50
"25798",10645,933,2005-10-10,10,448
"25799",520,764,2006-06-23,11,192
"25800",18172,1105,2006-08-01,12,153
"25801",29421,1077,2006-06-08,9,207
"25802",38598,1526,2006-08-03,13,151
"25803",30352,1096,2006-10-24,10,69
"25804",30468,534,2006-08-19,5,135
"25805",4002,1217,2005-10-01,12,457
"25806",39716,811,2006-12-30,7,2
"25807",29287,1898,2006-08-01,16,153
"25808",17313,1476,2006-09-26,14,97
"25809",2305,871,2006-08-15,11,139
"25810",38498,2057,2006-07-08,19,177
"25811",783,875,2006-06-25,9,190
"25812",39734,983,2006-05-05,9,241
"25813",24922,1173,2006-10-23,11,70
"25814",14369,994,2006-08-16,9,138
"25815",37272,1011,2005-08-21,8,498
"25816",10475,1118,2006-11-10,13,52
"25817",24371,929,2006-11-16,9,46
"25818",3854,527,2005-10-21,4,437
"25819",21481,1431,2006-07-10,12,175
"25820",1137,411,2006-05-31,5,215
"25821",18585,311,2006-06-15,4,200
"25822",38227,1218,2006-06-06,10,209
"25823",16648,803,2006-07-30,10,155
"25824",11342,1304,2006-11-01,15,61
"25825",33624,610,2005-12-06,5,391
"25826",8393,709,2006-08-03,12,151
"25827",17975,572,2006-07-08,8,177
"25828",85,1115,2005-12-10,10,387
"25829",25672,934,2006-10-15,7,78
"25830",5781,1659,2006-08-20,14,134
"25831",23460,794,2005-06-28,7,552
"25832",9274,1370,2006-06-24,14,191
"25833",18778,1476,2006-12-23,13,9
"25834",23930,610,2006-09-16,4,107
"25835",8821,702,2006-08-18,9,136
"25836",1791,1147,2006-08-15,13,139
"25837",9205,795,2006-11-20,9,42
"25838",6219,1009,2006-10-09,10,84
"25839",28272,1124,2006-07-30,13,155
"25840",33650,848,2005-09-17,11,471
"25841",12525,1147,2006-09-02,12,121
"25842",15388,560,2006-09-03,7,120
"25843",37351,766,2006-07-13,6,172
"25844",21060,1054,2006-11-01,11,61
"25845",16805,899,2006-09-04,11,119
"25846",17403,1238,2006-07-18,12,167
"25847",21246,856,2006-09-23,9,100
"25848",1476,969,2006-11-03,8,59
"25849",1278,1539,2006-09-23,19,100
"25850",22849,836,2006-06-03,8,212
"25851",32937,924,2005-11-10,9,417
"25852",33244,597,2006-08-11,6,143
"25853",7358,706,2006-11-29,10,33
"25854",29042,556,2006-12-10,8,22
"25855",7721,1171,2006-09-06,13,117
"25856",5705,925,2006-09-24,7,99
"25857",3747,1367,2006-10-24,13,69
"25858",35460,1150,2006-09-26,11,97
"25859",6455,626,2005-08-17,7,502
"25860",30469,783,2006-05-14,8,232
"25861",24056,473,2006-10-25,6,68
"25862",38618,1072,2006-06-29,7,186
"25863",39821,796,2006-06-12,10,203
"25864",737,864,2006-05-19,8,227
"25865",8168,533,2006-11-17,7,45
"25866",6867,1164,2006-10-10,12,83
"25867",16442,1117,2006-06-24,10,191
"25868",39063,893,2006-05-15,11,231
"25869",8869,1249,2006-05-13,11,233
"25870",27577,1405,2006-10-23,12,70
"25871",17387,916,2006-05-29,9,217
"25872",39338,862,2006-03-16,7,291
"25873",23799,735,2006-06-26,12,189
"25874",11284,909,2006-07-06,9,179
"25875",11071,683,2006-08-16,7,138
"25876",33593,779,2006-01-21,7,345
"25877",13324,969,2006-12-10,12,22
"25878",6081,1135,2006-05-01,10,245
"25879",9775,1275,2006-10-21,11,72
"25880",824,898,2006-09-24,11,99
"25881",21432,792,2006-04-14,8,262
"25882",34252,572,2005-09-15,6,473
"25883",12585,940,2006-12-11,10,21
"25884",30421,569,2005-07-03,5,547
"25885",9366,301,2006-12-04,6,28
"25886",37603,701,2006-06-05,10,210
"25887",38647,653,2006-04-28,6,248
"25888",8840,924,2006-01-17,8,349
"25889",21496,742,2006-09-12,7,111
"25890",39359,1241,2006-09-19,11,104
"25891",29877,1015,2006-10-18,11,75
"25892",10992,1482,2006-08-07,14,147
"25893",32749,1140,2005-11-15,13,412
"25894",10804,833,2006-06-02,8,213
"25895",21195,1161,2006-09-01,11,122
"25896",10205,775,2006-07-31,9,154
"25897",13228,1656,2006-08-30,13,124
"25898",17364,982,2006-05-04,10,242
"25899",25252,247,2005-06-03,4,577
"25900",38238,1113,2006-08-11,12,143
"25901",1636,691,2005-10-02,7,456
"25902",11471,1146,2006-09-22,15,101
"25903",11415,1382,2006-07-12,13,173
"25904",29385,974,2006-08-28,12,126
"25905",27022,485,2006-07-01,5,184
"25906",19547,493,2005-04-30,4,611
"25907",38447,1084,2006-09-07,10,116
"25908",13923,932,2006-05-15,10,231
"25909",29029,476,2005-08-06,4,513
"25910",35611,385,2006-07-14,4,171
"25911",26435,427,2006-06-11,5,204
"25912",6170,1159,2006-05-22,13,224
"25913",36732,555,2006-03-26,6,281
"25914",25659,740,2006-01-19,9,347
"25915",6434,723,2006-10-15,10,78
"25916",3742,1383,2006-08-16,12,138
"25917",38956,1002,2006-11-23,9,39
"25918",25815,882,2006-10-14,7,79
"25919",21625,1569,2006-06-10,16,205
"25920",1817,1041,2006-08-06,9,148
"25921",7454,1592,2006-11-02,14,60
"25922",29366,1328,2006-09-20,13,103
"25923",3844,807,2006-08-13,12,141
"25924",21213,1070,2006-08-22,13,132
"25925",30020,596,2006-08-11,6,143
"25926",17721,1017,2006-02-15,11,320
"25927",30214,610,2006-07-04,7,181
"25928",37939,574,2006-09-21,6,102
"25929",35020,921,2006-03-17,7,290
"25930",25361,1138,2006-08-20,10,134
"25931",29446,579,2005-09-19,5,469
"25932",26048,1200,2006-07-02,9,183
"25933",20625,1523,2006-06-10,12,205
"25934",10086,721,2006-12-02,12,30
"25935",38299,938,2005-10-09,9,449
"25936",25534,1389,2006-07-22,14,163
"25937",19647,441,2005-06-03,4,577
"25938",17300,697,2006-07-01,10,184
"25939",16948,633,2006-08-08,7,146
"25940",28194,1761,2006-11-17,13,45
"25941",15028,550,2005-11-18,7,409
"25942",11275,1277,2006-08-17,12,137
"25943",26724,695,2006-08-06,6,148
"25944",19656,165,2006-06-10,4,205
"25945",8634,1081,2006-08-01,11,153
"25946",2664,1475,2006-08-17,13,137
"25947",32482,1039,2006-06-15,15,200
"25948",12689,1543,2006-09-03,15,120
"25949",517,1070,2006-10-20,11,73
"25950",37572,1560,2006-10-05,15,88
"25951",3682,293,2005-10-23,3,435
"25952",11431,1004,2006-06-18,10,197
"25953",30473,711,2005-10-26,7,432
"25954",19852,376,2006-02-17,7,318
"25955",5399,998,2006-07-08,10,177
"25956",33655,1510,2006-09-06,13,117
"25957",25676,205,2006-08-22,4,132
"25958",3338,1204,2006-09-19,9,104
"25959",15092,1057,2005-11-04,7,423
"25960",20992,1236,2006-07-18,10,167
"25961",36932,1034,2006-08-30,14,124
"25962",23538,758,2006-09-11,9,112
"25963",1391,677,2006-09-07,8,116
"25964",30884,1006,2005-10-26,9,432
"25965",8951,989,2006-06-25,9,190
"25966",39855,636,2006-06-16,6,199
"25967",23713,1336,2006-11-20,16,42
"25968",11073,993,2006-03-21,7,286
"25969",11349,839,2006-07-01,10,184
"25970",5452,802,2006-10-11,7,82
"25971",37004,897,2006-07-23,12,162
"25972",13005,1194,2006-11-11,11,51
"25973",7750,1522,2006-08-09,17,145
"25974",8789,464,2005-11-29,5,398
"25975",907,959,2006-11-24,10,38
"25976",29155,794,2006-03-19,11,288
"25977",27857,877,2006-07-26,7,159
"25978",39743,1065,2006-11-21,13,41
"25979",37152,572,2005-08-26,6,493
"25980",36896,1623,2006-08-29,16,125
"25981",6080,858,2006-07-31,11,154
"25982",20334,1154,2006-07-11,11,174
"25983",3475,936,2006-07-24,12,161
"25984",9172,1087,2006-10-20,14,73
"25985",15773,1362,2006-07-07,12,178
"25986",13566,858,2005-11-05,8,422
"25987",36638,727,2006-10-14,7,79
"25988",37461,788,2006-03-05,8,302
"25989",472,342,2006-09-01,4,122
"25990",26145,978,2006-12-02,11,30
"25991",24112,1116,2006-06-04,10,211
"25992",25439,1011,2006-06-19,11,196
"25993",18337,1033,2006-04-08,12,268
"25994",25282,741,2006-07-26,7,159
"25995",546,891,2006-12-27,11,5
"25996",38610,774,2005-07-09,7,541
"25997",11764,533,2006-06-01,8,214
"25998",6968,864,2006-04-02,8,274
"25999",26006,1269,2006-12-21,12,11
"26000",27720,636,2005-06-07,7,573
"26001",6509,515,2005-11-25,7,402
"26002",38277,1188,2006-07-29,11,156
"26003",6317,1015,2006-07-20,9,165
"26004",31681,1514,2006-09-19,12,104
"26005",33936,1380,2006-01-11,14,355
"26006",31633,210,2005-11-05,3,422
"26007",14986,1885,2006-10-20,14,73
"26008",4350,904,2006-10-27,9,66
"26009",20813,1100,2006-09-30,9,93
"26010",34625,1630,2006-05-16,15,230
"26011",25734,934,2006-05-14,9,232
"26012",29786,670,2006-09-07,6,116
"26013",7846,1651,2006-07-16,13,169
"26014",10730,1272,2006-08-27,14,127
"26015",25936,933,2006-08-04,10,150
"26016",12425,777,2005-12-10,9,387
"26017",5364,720,2006-09-29,7,94
"26018",11344,647,2006-09-24,5,99
"26019",14276,1397,2006-09-21,15,102
"26020",24415,970,2006-09-22,12,101
"26021",35885,501,2005-12-25,4,372
"26022",26614,910,2006-12-01,12,31
"26023",38492,1010,2006-04-09,12,267
"26024",38424,749,2006-05-23,11,223
"26025",14817,1273,2006-04-22,15,254
"26026",8978,1366,2006-09-25,13,98
"26027",17990,657,2006-06-28,9,187
"26028",36338,1010,2006-12-17,8,15
"26029",7650,954,2006-07-13,10,172
"26030",20573,317,2005-09-08,3,480
"26031",34118,1045,2006-12-11,11,21
"26032",16727,677,2006-03-27,8,280
"26033",5450,1472,2006-10-10,14,83
"26034",2468,661,2006-10-27,9,66
"26035",17952,1459,2006-10-07,15,86
"26036",26228,596,2005-07-30,6,520
"26037",13656,886,2006-10-16,10,77
"26038",12052,1293,2006-07-02,13,183
"26039",37789,909,2006-05-15,11,231
"26040",33338,1033,2006-12-10,12,22
"26041",28290,961,2006-05-11,8,235
"26042",21670,788,2005-07-30,6,520
"26043",36733,542,2006-04-21,7,255
"26044",24570,1888,2006-06-13,15,202
"26045",29250,573,2006-11-06,5,56
"26046",2852,776,2006-04-21,8,255
"26047",18156,413,2006-06-17,6,198
"26048",11079,1015,2006-09-10,11,113
"26049",32173,213,2006-06-16,3,199
"26050",34284,1201,2006-02-09,12,326
"26051",34105,718,2006-06-23,8,192
"26052",22196,900,2006-06-18,11,197
"26053",34262,1399,2006-10-23,16,70
"26054",35327,541,2005-09-11,5,477
"26055",10178,1092,2005-12-26,11,371
"26056",2233,495,2006-09-14,7,109
"26057",13244,899,2006-10-23,10,70
"26058",10724,832,2005-10-07,8,451
"26059",502,957,2006-08-05,12,149
"26060",29683,993,2006-08-23,14,131
"26061",25153,1873,2006-06-14,16,201
"26062",23268,743,2006-12-09,7,23
"26063",6185,738,2006-10-25,9,68
"26064",8989,709,2006-09-26,7,97
"26065",8856,1191,2006-08-23,15,131
"26066",10659,473,2006-05-31,7,215
"26067",38123,377,2006-06-16,7,199
"26068",2865,467,2006-05-31,5,215
"26069",12736,736,2005-10-27,7,431
"26070",27276,1065,2006-07-31,10,154
"26071",11906,1161,2006-10-12,15,81
"26072",37958,1769,2006-10-23,20,70
"26073",36601,548,2006-06-26,7,189
"26074",32442,1389,2006-11-20,11,42
"26075",10598,574,2006-02-01,8,334
"26076",8797,1373,2006-10-30,13,63
"26077",35117,943,2006-03-27,10,280
"26078",9591,980,2006-04-11,11,265
"26079",7722,828,2006-07-13,9,172
"26080",17063,477,2006-11-27,6,35
"26081",10704,1109,2006-08-11,9,143
"26082",17869,720,2006-05-29,5,217
"26083",18872,1004,2006-09-23,10,100
"26084",36950,894,2005-10-06,9,452
"26085",19260,1165,2006-10-17,12,76
"26086",16113,485,2006-12-18,6,14
"26087",34033,1122,2006-07-04,14,181
"26088",34977,944,2006-12-26,12,6
"26089",32477,538,2006-05-16,9,230
"26090",28120,1039,2006-10-06,12,87
"26091",34976,485,2005-04-24,5,617
"26092",25155,791,2006-01-12,10,354
"26093",33506,1081,2005-09-03,11,485
"26094",16494,629,2006-06-30,8,185
"26095",5638,876,2006-11-03,13,59
"26096",6400,945,2006-12-19,15,13
"26097",30895,607,2006-12-20,8,12
"26098",34188,1651,2006-10-31,15,62
"26099",25864,795,2006-11-23,9,39
"26100",12990,1428,2006-10-10,13,83
"26101",18334,1016,2006-08-05,13,149
"26102",19352,1104,2006-12-30,12,2
"26103",38281,1164,2006-09-13,9,110
"26104",39411,1334,2006-11-16,12,46
"26105",11381,826,2006-10-16,9,77
"26106",27290,1788,2006-08-14,13,140
"26107",10602,1327,2006-06-17,11,198
"26108",15439,928,2006-07-27,8,158
"26109",27936,689,2006-07-20,7,165
"26110",30385,907,2006-04-09,10,267
"26111",35842,878,2006-10-13,9,80
"26112",23719,372,2006-04-07,6,269
"26113",1999,691,2006-09-09,9,114
"26114",23957,1073,2006-09-18,9,105
"26115",9589,959,2006-11-06,10,56
"26116",36723,858,2005-09-27,6,461
"26117",5536,1283,2006-04-02,12,274
"26118",5051,963,2006-12-13,10,19
"26119",2507,1685,2006-07-26,15,159
"26120",31980,358,2005-12-19,3,378
"26121",28705,838,2006-08-19,11,135
"26122",25219,1407,2006-11-15,12,47
"26123",27918,533,2005-11-14,7,413
"26124",18168,940,2006-10-05,8,88
"26125",8029,1260,2006-09-05,15,118
"26126",28587,786,2006-06-21,9,194
"26127",20898,1041,2006-08-02,12,152
"26128",39483,1060,2006-07-26,11,159
"26129",22492,749,2006-09-22,6,101
"26130",5374,506,2006-09-13,8,110
"26131",2829,1201,2006-12-08,10,24
"26132",26813,1067,2006-05-24,13,222
"26133",4262,1290,2006-08-27,10,127
"26134",763,686,2006-06-15,8,200
"26135",38143,1195,2006-08-09,13,145
"26136",20784,929,2006-10-08,12,85
"26137",3081,1094,2005-09-28,8,460
"26138",34347,868,2005-09-24,6,464
"26139",8709,1571,2006-11-03,13,59
"26140",9851,1255,2006-11-28,16,34
"26141",34161,488,2006-05-04,6,242
"26142",29408,1465,2006-06-04,12,211
"26143",30253,690,2006-10-05,12,88
"26144",26207,1797,2006-09-25,15,98
"26145",31592,254,2005-12-04,4,393
"26146",26932,983,2006-08-10,9,144
"26147",25673,1036,2006-12-06,13,26
"26148",5036,779,2006-02-23,6,312
"26149",12901,905,2006-09-08,10,115
"26150",18998,449,2006-01-27,6,339
"26151",38674,677,2005-07-25,7,525
"26152",27474,679,2006-09-08,9,115
